GSM5527895	GSM5527896	GSM5527897	GSM5527898	GSM5527899	GSM5527900	GSM5527901	GSM5527902	GSM5527903	GSM5527904	GSM5527905	GSM5527906
cg10769072	0.135338354	0.12355584	0.152769665	0.114949437	0.136935044	0.101899791	0.116542004	0.11010113	0.177191217	0.152726133	0.141614196	0.127728462
cg13733008	0.83287918	0.831827258	0.821264955	0.833342761	0.739482369	0.838401236	0.86302687	0.776983996	0.817445213	0.855745332	0.814823384	0.823092963
cg21110034	0.160159236	0.123318342	0.149586571	0.168720264	0.130178943	0.124270845	0.13357407	0.099808194	0.123395374	0.138104728	0.161660829	0.174369431
cg24219974	0.453778805	0.512438033	0.457286651	0.440611209	0.431955698	0.50864862	0.509913207	0.513859568	0.532740271	0.508399872	0.452147581	0.470785132
cg00774347	0.815336867	0.768232786	0.756870508	0.831503947	0.813878198	0.836517648	0.804107295	0.813781232	0.852592005	0.802816851	0.793599748	0.863310627
cg18158438	0.278093235	0.302916246	0.29206939	0.357174316	0.374787634	0.378331232	0.372221201	0.379476049	0.398787132	0.329875982	0.331845071	0.355149433
cg03638567	0.187524354	0.193561532	0.16807425	0.152770997	0.171193358	0.166097737	0.131152994	0.149434704	0.147567831	0.147284995	0.109651704	0.079760053
cg03521218	0.482224115	0.497852608	0.409137073	0.555503317	0.525299431	0.541311044	0.514141122	0.509903177	0.487520007	0.535061183	0.500593595	0.551472593
cg01029623	0.162453361	0.166256549	0.191601686	0.166382611	0.150217237	0.13228711	0.154548782	0.128785512	0.132134045	0.175597277	0.196245235	0.161198751
cg11685391	0.285936316	0.249088296	0.331888082	0.259209458	0.250197785	0.242623495	0.208604707	0.227302814	0.208450275	0.190083916	0.257648546	0.227405149
cg02064336	0.840402064	0.839857886	0.825492617	0.865222	0.897742281	0.824893363	0.854069832	0.883502508	0.863715865	0.886965544	0.870297082	0.875446346
cg01586672	0.827554199	0.862668249	0.814411369	0.852876699	0.838816951	0.837314083	0.850740732	0.853737323	0.838679666	0.846277103	0.86504269	0.854856388
cg01080986	0.877100728	0.861123102	0.843923448	0.870027118	0.900051645	0.880265507	0.884190626	0.906066121	0.876234756	0.882815767	0.838859923	0.892028071
cg18796478	0.749796308	0.752122286	0.724174604	0.793294311	0.788134606	0.751307301	0.785173854	0.738502129	0.763875454	0.746629636	0.761768525	0.700258258
cg00204375	0.803777595	0.837199879	0.878476166	0.778303809	0.867462727	0.833973277	0.863368457	0.832432968	0.816950885	0.840660667	0.799972569	0.829695302
cg05437498	0.764510614	0.75795545	0.761910003	0.800885875	0.770859335	0.800582975	0.795107894	0.775862919	0.782995237	0.803682427	0.77607471	0.821212341
cg08139729	0.839223679	0.851097089	0.832649085	0.816589185	0.867364549	0.845522529	0.872410793	0.841723087	0.801737788	0.838248044	0.868973788	0.84122125
cg12546414	0.767484648	0.821897276	0.773465659	0.824885386	0.835596982	0.817004044	0.825862631	0.836220233	0.835922802	0.832230699	0.811699893	0.834909491
cg03116607	0.848677018	0.86717575	0.884632883	0.867993389	0.853237618	0.840876955	0.793045691	0.785508432	0.831183713	0.821149255	0.841436509	0.817884832
cg15903883	0.235780058	0.287642084	0.292323103	0.326208532	0.237047226	0.287539388	0.316305976	0.342646902	0.40382148	0.291808939	0.368320736	0.335945595
cg24344074	0.195445522	0.185887921	0.178109248	0.185856595	0.14375252	0.194989497	0.200634748	0.188817984	0.186630896	0.167823447	0.146843437	0.142685676
cg17261469	0.861785689	0.876566439	0.867486686	0.862212175	0.866750972	0.831536495	0.866324958	0.864727185	0.857270421	0.846827775	0.879996172	0.827850727
cg23517035	0.793696868	0.774690056	0.783411355	0.795741233	0.806469711	0.808919657	0.812995284	0.796958716	0.792445299	0.813451524	0.800513395	0.821030351
cg12230869	0.664704875	0.682620263	0.673165126	0.693393237	0.690415587	0.698355841	0.702426959	0.738726903	0.680918684	0.641435829	0.753119746	0.698892567
cg23160742	0.794653251	0.827031898	0.798917342	0.837287553	0.837150235	0.820007905	0.784403893	0.815653878	0.841278405	0.818796698	0.812506214	0.807167192
cg02556345	0.231780224	0.257648743	0.200183504	0.22495333	0.196022038	0.310332301	0.257744358	0.268187872	0.27750198	0.258341426	0.225139209	0.268780832
cg19033466	0.121139574	0.133770325	0.149755148	0.125996014	0.130174571	0.108553767	0.12931342	0.14306167	0.111414939	0.119274869	0.138233938	0.123926325
cg05492904	0.891907323	0.833042333	0.865299974	0.888269114	0.874920474	0.7966023	0.851162768	0.778045302	0.83451189	0.836881509	0.8369223	0.844567066
cg17333501	0.293150044	0.309791513	0.235419977	0.236860741	0.27478556	0.366077271	0.365092781	0.359939052	0.362984512	0.325657348	0.279659254	0.373155878
cg23663698	0.427959369	0.438474918	0.395690447	0.416573441	0.468785664	0.434178478	0.436338842	0.439455016	0.397593656	0.447813744	0.376666554	0.429804944
cg01231757	0.825383229	0.813861348	0.759299868	0.828528656	0.805935128	0.799564947	0.811312288	0.800908086	0.820348354	0.862987339	0.823037068	0.81979474
cg07897734	0.88782155	0.899322657	0.894093482	0.887784962	0.907336824	0.909158505	0.879643574	0.919388339	0.929167249	0.897419667	0.89151403	0.885014535
cg20006618	0.790235519	0.831306813	0.797065803	0.801716883	0.827892447	0.760287037	0.81894563	0.84596654	0.825143271	0.822878666	0.83617293	0.811789209
cg22034554	0.280246943	0.237246672	0.283968726	0.216933646	0.250367802	0.220520043	0.200092851	0.228210442	0.204274897	0.217729319	0.190692121	0.171986941
cg26953469	0.895174796	0.88642899	0.902409488	0.902707588	0.879524521	0.881817938	0.84722137	0.855471658	0.860813106	0.864719396	0.887199517	0.877250714
cg26965801	0.096629983	0.105417357	0.087626776	0.101956488	0.086278898	0.113279244	0.064617979	0.10534104	0.060276432	0.086555392	0.050539298	0.059036883
cg08730245	0.882111631	0.877535285	0.871309335	0.876304739	0.863576154	0.806425749	0.82369993	0.782773553	0.805980474	0.841839521	0.828249981	0.821024081
cg07739340	0.181309612	0.195798435	0.172527888	0.252695779	0.153620395	0.161708402	0.186021171	0.198449498	0.189628901	0.197300151	0.230320934	0.1952772
cg12629186	0.887724368	0.877381951	0.88161268	0.879751742	0.880140806	0.855992545	0.862315827	0.829004145	0.867829279	0.86988096	0.859693325	0.839011711
cg16322427	0.152958685	0.178929486	0.138237824	0.127478388	0.139625719	0.229334344	0.202106216	0.20359094	0.206105716	0.177095233	0.167576927	0.203793236
cg03822267	0.787371015	0.811336254	0.787180966	0.803994289	0.84645759	0.757171386	0.806654907	0.828839269	0.804844382	0.790070123	0.825364425	0.830251321
cg12336540	0.041552085	0.05455763	0.08305244	0.058175128	0.060510088	0.056297059	0.05766551	0.059186807	0.053243198	0.077258232	0.077435043	0.045822193
cg13169863	0.853750042	0.872992774	0.868184373	0.903826755	0.907187155	0.896727215	0.90206093	0.898140012	0.888055133	0.889042436	0.876190704	0.919277878
cg02445229	0.657181188	0.667321073	0.687593622	0.667213279	0.690784763	0.658728303	0.667335283	0.684239075	0.669472739	0.677678868	0.682949264	0.639728465
cg17976620	0.812120799	0.81851566	0.74941609	0.781248005	0.797249714	0.795608318	0.771525053	0.781184966	0.827898591	0.781705946	0.788747125	0.794550861
cg00680253	0.786368066	0.790148038	0.808541784	0.789112188	0.783104808	0.799414393	0.842155514	0.817300431	0.808455889	0.826321607	0.847280768	0.833068804
cg09552281	0.576538519	0.619351863	0.528486501	0.534629179	0.641752564	0.638800812	0.618979196	0.675464504	0.632689332	0.634371677	0.533530762	0.639036348
cg13311440	0.155570614	0.162147165	0.114322277	0.140342361	0.139225281	0.156709703	0.122457029	0.14426344	0.147298986	0.124243132	0.096693588	0.102145471
cg19932887	0.888815216	0.881515927	0.874751296	0.871578232	0.869520846	0.870545895	0.861085598	0.834143315	0.857996518	0.893485292	0.858471229	0.867380468
cg21361021	0.057472726	0.054312312	0.050017199	0.086153324	0.073445016	0.082442711	0.088677335	0.084566338	0.073135286	0.113379407	0.090024957	0.079195712
cg16348076	0.774596222	0.775411502	0.74460621	0.809799024	0.777482181	0.694384717	0.755184723	0.706558782	0.727902802	0.743230578	0.758441263	0.74299416
cg13788583	0.124568355	0.15129595	0.207258022	0.092795779	0.13240881	0.096109515	0.161462163	0.113398634	0.098939318	0.165411035	0.131942571	0.08096696
cg18894097	0.180696173	0.14276539	0.106368952	0.155523126	0.107125483	0.145701937	0.122643884	0.117916967	0.096141775	0.13559399	0.167879186	0.147060573
cg09627709	0.911223087	0.907487092	0.923897772	0.928239033	0.924587355	0.878321711	0.925892637	0.853310903	0.884590892	0.925233659	0.903820876	0.896187413
cg25019378	0.708531491	0.715211582	0.737009177	0.608980808	0.72249393	0.696734221	0.708002127	0.702337349	0.733831939	0.733389734	0.726070082	0.679590949
cg26695387	0.056073032	0.076229229	0.058470789	0.113790588	0.104563153	0.070720556	0.079800506	0.055590323	0.066139407	0.085792966	0.104687978	0.095302916
cg04580996	0.392363708	0.437114613	0.419653628	0.41998959	0.376960753	0.439677568	0.461191167	0.453294875	0.441321018	0.455390545	0.413826499	0.409900437
cg14600450	0.879787819	0.864732754	0.836299954	0.894516662	0.861634244	0.889045275	0.892511381	0.854485183	0.881492412	0.886734571	0.870745211	0.906459589
cg18582631	0.856419163	0.82891269	0.785170561	0.866372434	0.854389425	0.879799168	0.86753458	0.870901276	0.855153135	0.863935322	0.836920541	0.868497008
cg22710544	0.758550729	0.753117587	0.755474142	0.783127447	0.797983111	0.777091706	0.812493925	0.804821164	0.769066929	0.837478747	0.849548903	0.83707271
cg17566716	0.847235512	0.840009398	0.830401749	0.768468497	0.87481402	0.808619272	0.857137372	0.871909929	0.826960471	0.892393513	0.828007721	0.837036105
cg14332439	0.140379431	0.152437361	0.219085354	0.108017006	0.139085932	0.112207091	0.130006904	0.150587357	0.13529785	0.130012731	0.158155352	0.084236991
cg12709196	0.11569668	0.119449528	0.093841353	0.112378542	0.13087333	0.099792246	0.05124405	0.10628119	0.09505578	0.059009695	0.052010445	0.056264837
cg04502673	0.373579403	0.402226725	0.384369502	0.439526782	0.407247361	0.428048693	0.407034957	0.436320644	0.412475438	0.415543322	0.427895495	0.414103169
cg08045465	0.869188292	0.868619703	0.74461545	0.882341042	0.90486998	0.876366686	0.896245683	0.888595764	0.875084374	0.88389082	0.858411109	0.903425207
cg07630601	0.344371446	0.320230827	0.248901631	0.326025861	0.323502405	0.3587131	0.271088949	0.355651215	0.293082353	0.305609132	0.281848795	0.333572436
cg04801961	0.860484825	0.885680464	0.882987578	0.86694693	0.887566482	0.882189037	0.880550183	0.872706319	0.877919581	0.907811222	0.857430669	0.867226207
cg02400146	0.935973443	0.914750401	0.922274503	0.908909383	0.885883972	0.910121081	0.922370609	0.898860491	0.922878306	0.933497179	0.91696623	0.922474555
cg06306219	0.079657401	0.10027811	0.099880287	0.093564614	0.082236784	0.077411721	0.103602076	0.083999493	0.087992363	0.099833873	0.12245451	0.087211538
cg11808745	0.065646209	0.083580196	0.075358466	0.079671846	0.08068621	0.070747797	0.087195569	0.057130547	0.068162118	0.099115178	0.104317004	0.085992532
cg01002722	0.622752283	0.630186986	0.633910619	0.645019251	0.629458362	0.629844982	0.658586004	0.618198459	0.6124522	0.647509479	0.636134873	0.635454273
cg20898725	0.123384369	0.131352234	0.081206899	0.106242888	0.103692838	0.15307616	0.121544401	0.170794044	0.159078428	0.080489889	0.170498088	0.147948637
cg09915500	0.144370105	0.15486327	0.176633524	0.14647246	0.134271954	0.126268949	0.133716419	0.142607045	0.146082725	0.160885756	0.178357348	0.130458881
cg15661018	0.699620128	0.72675742	0.637340452	0.766140922	0.753424352	0.760238581	0.744970717	0.787136784	0.755254478	0.740089459	0.694171131	0.779432855
cg12246203	0.894783369	0.856612711	0.865235117	0.901435528	0.841868783	0.874485674	0.90443704	0.855575272	0.908819099	0.910440459	0.868080361	0.888554822
cg02164561	0.113394074	0.11714176	0.068226688	0.090933363	0.071871752	0.099933438	0.048009199	0.055200946	0.070866974	0.04808454	0.024946255	0.027252537
cg20806436	0.842520081	0.850349989	0.852469821	0.752752493	0.875614277	0.808346283	0.841344207	0.802690625	0.81072288	0.858724461	0.824936315	0.829169079
cg02607723	0.146906096	0.205945802	0.188653758	0.104421395	0.21056581	0.124849599	0.14890655	0.18158936	0.136917392	0.13083848	0.153496301	0.150795571
cg13601650	0.778660515	0.808539585	0.71230245	0.79016095	0.79751681	0.799068131	0.807017103	0.785142813	0.78995285	0.799196505	0.758546409	0.772174271
cg14776168	0.855132508	0.840257228	0.831520627	0.875240879	0.849606785	0.885252048	0.871535919	0.873847429	0.885443099	0.879818556	0.848496338	0.887619986
cg08941080	0.828206732	0.824328693	0.845793166	0.871868361	0.861826298	0.860015585	0.882078712	0.879126741	0.876086681	0.867765166	0.877456131	0.886101684
cg14255417	0.059517202	0.072513459	0.040858336	0.082950603	0.048263337	0.059334095	0.052650975	0.060673066	0.071424227	0.040355724	0.085114722	0.066485019
cg12810503	0.093996142	0.118470425	0.07783384	0.171949113	0.087664082	0.145677205	0.116468828	0.159762059	0.16350245	0.131917128	0.157252507	0.138840401
cg03079497	0.109839034	0.123066856	0.1370922	0.089841733	0.101329703	0.081043134	0.092677441	0.128246415	0.094790087	0.113790419	0.121050828	0.099077004
cg23719713	0.878575343	0.896381427	0.90079161	0.885870012	0.857612701	0.898672765	0.836055777	0.8550933	0.878124422	0.889574309	0.868728175	0.868263406
cg07264216	0.075266452	0.073931524	0.085225059	0.101660229	0.062751642	0.07850216	0.077561826	0.091751399	0.090604411	0.087814298	0.091138739	0.072950364
cg17155829	0.418961589	0.422917417	0.360760212	0.374244318	0.476325342	0.453840673	0.40286488	0.534720395	0.436796393	0.388853281	0.360785218	0.353125811
cg27229366	0.864577835	0.826501834	0.872547639	0.852842462	0.854267981	0.8160316	0.81719604	0.802341209	0.809457114	0.830847411	0.840957672	0.819872946
cg16458838	0.874351731	0.839360086	0.860966201	0.852594918	0.866889048	0.863051561	0.864298454	0.891779715	0.881606723	0.851063808	0.850126554	0.849560869
cg08315530	0.107591583	0.119378525	0.113859902	0.101806437	0.089483813	0.082235941	0.100071239	0.101426398	0.111015785	0.100683897	0.10888179	0.069995041
cg00390215	0.035107672	0.069907708	0.043633936	0.059735046	0.069327613	0.039577811	0.062787361	0.036175695	0.03531378	0.060627712	0.084164357	0.053817024
cg26952381	0.822578632	0.81340043	0.848560658	0.834252557	0.857903651	0.780698584	0.81423387	0.809981627	0.82041644	0.823198376	0.817313515	0.78112458
cg08872220	0.285797761	0.35968776	0.343683462	0.397115243	0.428321494	0.376966645	0.363137628	0.441177086	0.415263568	0.408601422	0.432133321	0.395190086
cg13885867	0.897982829	0.906176485	0.902792584	0.897044418	0.901376524	0.908040619	0.920770858	0.890668165	0.903268411	0.903114039	0.901764234	0.909051508
cg20471600	0.107447636	0.129889703	0.124714153	0.096116113	0.074129903	0.100079632	0.097866938	0.094708689	0.091366991	0.102781389	0.095143725	0.095028136
cg08583841	0.827558029	0.823510048	0.757157487	0.86172089	0.848303797	0.843631971	0.841451292	0.82704618	0.837015177	0.830098798	0.831320868	0.86351697
cg05546044	0.059532083	0.108175133	0.049050359	0.10017789	0.097975775	0.113084855	0.110561596	0.109692736	0.108007725	0.118188625	0.104253327	0.121463757
cg24691891	0.872746671	0.885034908	0.863850543	0.78844635	0.902871345	0.835430971	0.8927951	0.886565451	0.866377753	0.874620467	0.842480914	0.835619786
cg17155111	0.819659438	0.815673564	0.79294949	0.821921544	0.796892773	0.813541603	0.790251693	0.804056313	0.82943658	0.820273696	0.790318369	0.818182823
cg16297569	0.082517296	0.107322295	0.133836509	0.100915108	0.102738569	0.087002746	0.094353165	0.066671679	0.096691071	0.144780292	0.129840378	0.099168119
cg25884442	0.659882264	0.668023511	0.636075434	0.695459763	0.679343915	0.695238381	0.678074793	0.676208779	0.696432784	0.662899629	0.67114443	0.673884658
cg05941925	0.911684296	0.881226991	0.924347511	0.901111561	0.896653403	0.822260041	0.864333178	0.840983941	0.841205668	0.877904923	0.872195001	0.852164814
cg01653532	0.862289895	0.862536639	0.805032257	0.880651933	0.87520753	0.880778056	0.881341475	0.871591511	0.864180701	0.889439329	0.873849018	0.887050611
cg04447981	0.076738952	0.097853556	0.084075714	0.110148994	0.08871544	0.081663797	0.089168668	0.086086305	0.081391728	0.090431877	0.107376194	0.102180549
cg16333210	0.754829091	0.743150261	0.780241617	0.781014845	0.758086721	0.750395577	0.744663752	0.766326592	0.779920566	0.739262805	0.761046099	0.743251244
cg00042837	0.048356341	0.053585952	0.05575848	0.05918434	0.044357753	0.050636141	0.051331788	0.051923076	0.04903966	0.068589086	0.07845686	0.054868839
cg08019542	0.840955737	0.840956943	0.833370119	0.838168539	0.852101979	0.860010976	0.848466327	0.851765357	0.84898202	0.8515832	0.836565874	0.859868183
cg16102040	0.886379954	0.883777598	0.897302628	0.891847925	0.850766801	0.83575848	0.863391093	0.823437294	0.846337837	0.854674554	0.838586371	0.842062919
cg00547530	0.206123518	0.211885025	0.196184004	0.20263717	0.198642249	0.216019334	0.186246002	0.205035387	0.208702188	0.200826107	0.178675232	0.180706683
cg19788934	0.854948875	0.826419867	0.831141322	0.832313865	0.846781192	0.805812116	0.772033907	0.816264807	0.829407608	0.844060005	0.824940259	0.751069123
cg15026609	0.853135808	0.855976609	0.815918883	0.852663426	0.832298304	0.824893915	0.806127433	0.806550641	0.849347091	0.841314139	0.82324476	0.797442453
cg02213045	0.825334116	0.83498595	0.816917963	0.844558786	0.876466099	0.814778147	0.859756672	0.864558556	0.85104493	0.849354624	0.840722236	0.844708312
cg21059158	0.787359153	0.781137316	0.69862129	0.786808234	0.773254435	0.797437675	0.766593072	0.776973171	0.812034269	0.817738385	0.78955288	0.761856741
cg06315149	0.822291596	0.786351689	0.808676857	0.820002839	0.814924299	0.780304182	0.813057191	0.794659539	0.781523391	0.852154549	0.796429142	0.745135732
cg09067506	0.14722663	0.196457549	0.19332463	0.207012097	0.186907773	0.155907929	0.181031636	0.159670076	0.152469157	0.201338747	0.206386027	0.199770698
ch.15.67797584R	0.116541638	0.102873237	0.117896572	0.095662181	0.111746476	0.070627492	0.097347371	0.102034082	0.068430362	0.10796879	0.131269249	0.073553916
cg14858784	0.758154423	0.753846471	0.753812854	0.78622631	0.819604783	0.787094745	0.809720473	0.794394966	0.800853553	0.817256037	0.83245462	0.802746607
cg03801871	0.102444491	0.132038888	0.150037052	0.0973654	0.09056164	0.073617722	0.100981257	0.105773396	0.109370023	0.118561141	0.096138885	0.070928487
cg27014729	0.867025786	0.869092264	0.79324867	0.874690262	0.851119523	0.871283542	0.851398029	0.87715699	0.852063988	0.870606369	0.849748693	0.874232159
cg18775804	0.879636856	0.865408858	0.840859488	0.882492843	0.863711514	0.889557682	0.878123338	0.877809681	0.875555831	0.866877152	0.873994423	0.884234819
cg14484844	0.372619686	0.371669372	0.380673218	0.325703064	0.3302665	0.332253341	0.320470365	0.339418598	0.339217605	0.325200274	0.302233507	0.290932438
cg04017326	0.732543466	0.730906045	0.65589662	0.771706736	0.815338529	0.762458677	0.727666793	0.745209501	0.716509695	0.696433015	0.717094634	0.799256512
cg02244028	0.89794074	0.910009646	0.898303407	0.891107981	0.891252565	0.898766695	0.846959165	0.853269283	0.891573078	0.849833881	0.886606703	0.860781061
cg07450021	0.754749984	0.773436591	0.754294459	0.735435445	0.736206688	0.722637462	0.727838792	0.655418558	0.704038062	0.727412245	0.721017652	0.718570232
cg01016326	0.897987073	0.889699332	0.850945591	0.874044737	0.873737226	0.892699211	0.871534354	0.880402344	0.894200953	0.88383516	0.889586342	0.886122671
cg02321197	0.086218241	0.088094667	0.05489249	0.083519478	0.096290362	0.130785522	0.098954438	0.164655598	0.135621377	0.15258245	0.12488688	0.115605318
cg08074458	0.048032317	0.04591996	0.04727989	0.066404916	0.059698298	0.054311729	0.047779994	0.047444974	0.048543084	0.056982626	0.05115919	0.06087054
cg27096957	0.879495869	0.865332109	0.827583827	0.894750049	0.873637879	0.882358627	0.87314604	0.88686804	0.866723234	0.881372118	0.85342267	0.872635921
cg20600379	0.232957419	0.232042341	0.205043996	0.204336298	0.208191509	0.250598244	0.236028821	0.225427131	0.260240029	0.233479364	0.190710173	0.26884487
cg19880425	0.089396771	0.113850291	0.084437897	0.067769802	0.074454918	0.05541026	0.081825922	0.087352765	0.064843415	0.096511712	0.084395718	0.065067172
cg14512975	0.814140356	0.821839915	0.807948356	0.821802938	0.855291811	0.829049673	0.889232172	0.863361107	0.850771182	0.850630334	0.880233475	0.881679905
cg01474925	0.917412402	0.923025829	0.901156481	0.895240703	0.915672086	0.928742687	0.914493384	0.920732979	0.920035227	0.916991538	0.89628382	0.907928093
cg15513001	0.765946914	0.800106611	0.766299214	0.805128453	0.808341493	0.781398563	0.811141752	0.831885938	0.77429896	0.818102086	0.816840038	0.775316992
cg18705895	0.267097323	0.30609582	0.271685333	0.27965598	0.333181855	0.338057127	0.346211091	0.375305689	0.318844282	0.344403165	0.323692261	0.321156233
cg22322597	0.113460916	0.14228957	0.140935653	0.140504019	0.103419986	0.111529832	0.110951459	0.111660911	0.117524632	0.122322936	0.160473304	0.108273693
cg03534847	0.898891442	0.900809826	0.884295819	0.894534847	0.90928651	0.91855904	0.896404945	0.905236161	0.893370282	0.907797164	0.868260964	0.893023715
cg14837810	0.866671382	0.846519355	0.858477603	0.873200032	0.861828463	0.88884339	0.849922301	0.850827549	0.872747878	0.817486843	0.867760755	0.863027694
cg01325426	0.090068097	0.090467273	0.105930508	0.090506352	0.069040663	0.066691474	0.080983495	0.063318099	0.08524439	0.084574326	0.111878442	0.086857252
cg01891154	0.596196548	0.720492889	0.638534201	0.590463696	0.763019384	0.708205474	0.622663605	0.638307711	0.673055117	0.700954936	0.612584592	0.67048394
cg12149703	0.168134704	0.180524488	0.210992919	0.168671954	0.175474304	0.170797051	0.188187854	0.134678291	0.144005834	0.184287447	0.223209621	0.154346539
cg18505004	0.871564775	0.868984816	0.84083006	0.867796389	0.885600469	0.855459078	0.866209025	0.853018345	0.871656701	0.872917845	0.867599413	0.853371031
cg16576285	0.033608828	0.057516112	0.052003382	0.05331555	0.048597866	0.044589131	0.056954596	0.027362231	0.042546774	0.051394487	0.06435051	0.054583
cg08724920	0.226740281	0.240015762	0.200711996	0.229905196	0.304009799	0.240104807	0.211489201	0.291494049	0.232320826	0.198805696	0.241540082	0.233598804
cg02153332	0.757222581	0.7954937	0.722582109	0.818760233	0.823129763	0.786005043	0.843346548	0.837870384	0.81798361	0.812664233	0.817111209	0.852590107
cg06195379	0.078865063	0.074049472	0.093894925	0.126497392	0.087679018	0.086637307	0.077540265	0.095465699	0.093548001	0.070356235	0.082308694	0.094551656
cg01343045	0.867399427	0.895882641	0.881507434	0.891251817	0.896201026	0.870255498	0.908707947	0.905806352	0.909473274	0.9022439	0.905391379	0.894972319
cg12457604	0.864686846	0.867050027	0.864420355	0.860143091	0.866502027	0.843445034	0.899321432	0.878880395	0.876891086	0.891153488	0.891632483	0.896848205
cg08213398	0.579606378	0.545437206	0.557581112	0.555360834	0.541254453	0.605198106	0.585823038	0.589770057	0.620742517	0.572947641	0.565525828	0.617166054
cg05533219	0.861114863	0.9020433	0.879261251	0.874461476	0.888475482	0.858804575	0.870772482	0.889223447	0.895688067	0.889758538	0.885044679	0.858488798
cg14018617	0.843002496	0.84316161	0.799647912	0.829510472	0.809559968	0.840612171	0.885996409	0.841226493	0.851672124	0.845346068	0.887139272	0.853955246
cg01427575	0.074178949	0.062239981	0.064518095	0.063034661	0.072963512	0.059613591	0.071864462	0.064226132	0.074868733	0.06387032	0.075386971	0.066085962
cg13759894	0.797897164	0.792779924	0.805012795	0.842569189	0.818899046	0.804607366	0.883479777	0.846266172	0.825619595	0.867073626	0.887599393	0.910497331
cg23357708	0.325748165	0.322267492	0.31917987	0.339807861	0.266646843	0.291957978	0.266320926	0.300907885	0.309998051	0.291752208	0.307072773	0.273977447
cg00946921	0.80042555	0.813317846	0.778601612	0.811947872	0.854472001	0.7609498	0.835687674	0.848506016	0.832429057	0.835761028	0.79836008	0.818469251
cg01770400	0.915083633	0.896066044	0.880711928	0.899288746	0.92127667	0.911097086	0.901711318	0.893648664	0.893338297	0.903268664	0.891779463	0.880179763
cg09963856	0.839918869	0.815597396	0.749944261	0.805946907	0.837241664	0.828719584	0.827952564	0.851279156	0.822624173	0.805045116	0.790400317	0.85760187
cg20505490	0.903991675	0.867381507	0.860979569	0.837436811	0.903913161	0.862456434	0.888065023	0.866176911	0.876177193	0.889453001	0.856530296	0.883758646
cg13433278	0.384590064	0.375048776	0.337337453	0.312536007	0.292599141	0.336142083	0.331502198	0.360444649	0.332995645	0.299141066	0.345153562	0.286555909
cg15951740	0.339181116	0.378885564	0.273842738	0.384187708	0.341852769	0.369249459	0.295049513	0.358183667	0.344010002	0.261432513	0.309926782	0.325003417
cg01795081	0.108141558	0.152838247	0.082415891	0.121476168	0.200952473	0.129192733	0.076467493	0.139424013	0.112117206	0.075319262	0.093201232	0.078140582
cg00616028	0.919616861	0.927593359	0.924323608	0.866153328	0.920500253	0.908524814	0.908088992	0.909278711	0.901167167	0.910849996	0.894779457	0.913430256
cg21892407	0.202813229	0.208194471	0.188334681	0.178905407	0.159115078	0.223361546	0.209007844	0.168177763	0.203978071	0.171523082	0.151627656	0.187202041
cg15472145	0.095732539	0.1123201	0.07790764	0.073312833	0.089788273	0.13912474	0.112139286	0.100564761	0.13407605	0.116366513	0.088845025	0.123015259
cg03519593	0.838430343	0.828607965	0.865893886	0.818271833	0.848473908	0.833278147	0.799128284	0.840686217	0.799037134	0.828768996	0.832598476	0.794964159
cg06747770	0.787875197	0.799044838	0.74026966	0.774521234	0.758853739	0.797531812	0.7770669	0.778359726	0.770539605	0.7835916	0.774846306	0.762924339
cg10037913	0.158608412	0.14787374	0.145280849	0.150070628	0.099438058	0.155440387	0.142638335	0.114041723	0.139948777	0.149033484	0.122949698	0.122497298
cg22714798	0.86470936	0.786568584	0.806924389	0.817282959	0.820198523	0.839748518	0.792725692	0.876667905	0.843251696	0.82064655	0.785009733	0.743347788
cg07897063	0.353948087	0.374706033	0.401922119	0.324471157	0.335657123	0.345608847	0.381514135	0.359762047	0.367062119	0.343379993	0.390071928	0.355467284
cg08080195	0.047846115	0.066607458	0.045890326	0.064641375	0.048144313	0.066929061	0.043729578	0.039541499	0.059245406	0.048445044	0.048990087	0.027496056
cg10167301	0.112867469	0.136991675	0.090899974	0.095097643	0.095196629	0.119744255	0.081707744	0.101890663	0.114192043	0.065136708	0.072943113	0.059936957
cg13714475	0.16342931	0.172291033	0.222943808	0.168796956	0.208252822	0.145342057	0.165898133	0.172060488	0.165431777	0.166825787	0.212575333	0.160340895
cg11714010	0.119032618	0.117254596	0.128505664	0.131168846	0.116720492	0.091164981	0.120681328	0.093789803	0.089285675	0.096730998	0.154296808	0.108371805
cg24577873	0.259756803	0.27801221	0.251187837	0.311510724	0.255740719	0.306441619	0.261942798	0.301705587	0.31009035	0.277121358	0.32142193	0.284367569
cg13408344	0.17019488	0.205110293	0.163599488	0.1172655	0.153972609	0.219311341	0.125629183	0.184847931	0.175341088	0.091346122	0.093649876	0.180147545
cg25899324	0.083057047	0.0754405	0.083641458	0.075481938	0.084957371	0.084194799	0.085372835	0.09494203	0.084654496	0.07518937	0.074661512	0.106789069
cg02129005	0.052275421	0.07139593	0.061159255	0.050554779	0.10815785	0.074710087	0.075444426	0.112696759	0.074711591	0.100975813	0.072951957	0.09730586
cg19220206	0.749902457	0.783992213	0.737638155	0.789432394	0.78393301	0.805893153	0.795348459	0.794047274	0.767397568	0.805886553	0.778495552	0.768361038
cg21776667	0.826981091	0.817412203	0.790195461	0.834739995	0.832158934	0.853286154	0.832770365	0.826882801	0.83151358	0.821357068	0.804978406	0.835903722
